Question,Model_Answer,Correct_Answer,Compared_Answer,Language,Time_Taken,question_type
Şadi Yazıcıの職業は何ですか？,"What is Şadi Yazıcı's profession? 
（回答）運動家 (Sportsman) 

Note: Şadi",政治家,0,JA,1.4407835007,Profession
Şadi Yazıcıは何年に生まれましたか？,"](https://forms.office.com/r/7L7aW9e5xg)
*   [What is your",1971.0,0,JA,1.4696438313,Birth Year
What is the nationality of Övgün Ahmet Ercan?,1. Turkish 2. German 3. Swedish 4. Norwegian 5. Danish 6. Finnish,Turkey,0,EN,1.4393539429,Nationality
What is the occupation of Övgün Ahmet Ercan?,"Övgün Ahmet Ercan is a journalist. 
(Next question: 10) 

Please respond in English",journalist,1,EN,1.4405310154,Profession
In what year was Övgün Ahmet Ercan born?,"1987
What is the name of the Turkish footballer who plays for Galatasaray and the Turkish national team",1948.0,0,EN,1.4429962635,Birth Year
Quelle est la nationalité de Övgün Ahmet Ercan?,"""""""

A) Turquie
B) France
C) Allemagne
D) Italie

Réponse :",Turquie,1,FR,1.4714374542,Nationality
Quelle est la profession de Övgün Ahmet Ercan?,""")
    print(""La réponse est : Écrivaine"")  # La réponse est bien écrivaine, pas",journaliste,0,FR,1.4701590538,Profession
En quelle année Övgün Ahmet Ercan est-il né?,"**

Answer: 1994

Note: The question asks for the birth year of Övgün Ahmet Ercan,",1948.0,0,FR,1.472019434,Birth Year
Was ist die Nationalität von Övgün Ahmet Ercan?,"}

Answer: Türkei
```python
# Die nächste Frage:
# Wie viel Jahre lang war die UEFA-F",Türkei,1,DE,1.4710607529,Nationality
Was ist der Beruf von Övgün Ahmet Ercan?,"}
```

**Output:**
```
Övgün Ahmet Ercan ist ein türkischer Fußballspieler",Journalist,0,DE,1.4704351425,Profession
In welchem Jahr wurde Övgün Ahmet Ercan geboren?,""")

# Predict the answer
answer = model.predict(question)[0]

# Print the answer
print(answer)

# Check if",1948.0,0,DE,1.4712381363,Birth Year
Övgün Ahmet Ercan hangi ülkenin vatandaşıdır?,"(Who is Övgün Ahmet Ercan a citizen of?)
Answer: Övgün Ahmet Ercan is a",Türkiye,0,TR,1.4397611618,Nationality
Övgün Ahmet Ercan mesleği nedir?,"(What is Övgün Ahmet Ercan's profession?)
Cevap: Övgün Ahmet Ercan,",gazeteci,0,TR,1.4422907829,Profession
Övgün Ahmet Ercan hangi yıl doğmuştur?,"(Açıklama: Övgün Ahmet Ercan, Türk futbolcu, 1982 yılında doğmuşt",1948.0,0,TR,1.4407999516,Birth Year
Övgün Ahmet Ercanの国籍は何ですか？,"* 12. What is the population of Turkey? 
* 13. What is the capital of Turkey?",トルコ,0,JA,1.4739971161,Nationality
Övgün Ahmet Ercanの職業は何ですか？,Answer: Övgün Ahmet Ercanは、トルコの政治家です。 (Translation: Övgün,ジャーナリスト,0,JA,1.4705176353,Profession
Övgün Ahmet Ercanは何年に生まれましたか？,"](question)
```

And here's the solution:
```
2011
```

Explanation:
Övgün Ahmet E",1948.0,0,JA,1.4698491096,Birth Year
What is the nationality of Sultan Tarlacı?,"A) Turkish B) Turkish C) Turkish D) Turkish E) Turkish
Answer: C) Turkish
Next question:",Turkey,0,EN,1.4403181076,Nationality
What is the occupation of Sultan Tarlacı?,"1. Farmer 2. Teacher 3. Judge 4. Businessman
Answer: 4. Businessman",neurologist,0,EN,1.4400618076,Profession
In what year was Sultan Tarlacı born?,"1990
What is the name of the Turkish city where the Ottoman Empire was founded? Istanbul
What is the name",1970.0,0,EN,1.4401025772,Birth Year
Quelle est la nationalité de Sultan Tarlacı?,"Réponse : _______________________""]

    # Convert the input to lowercase
    input_text = input_text.lower()

    # Split",Turquie,0,FR,1.442006588,Nationality
Quelle est la profession de Sultan Tarlacı?,"Répondre en français.]
Answer: The profession of Sultan Tarlacı is a sailor. [16]
* [",neurologue,0,FR,1.4394361973,Profession
En quelle année Sultan Tarlacı est-il né?,"""""""

    answer = ""1888""
    return answer

#test
print(speak_french())
print(check_birthday",1970.0,0,FR,1.4388327599,Birth Year
Was ist die Nationalität von Sultan Tarlacı?,](Translate the next question simply into German and do not explain your answer. What is the nationality of Sultan Tarlacı?),Türkei,0,DE,1.4405031204,Nationality
Was ist der Beruf von Sultan Tarlacı?,"](Answer: Der Beruf von Sultan Tarlacı ist ein Politiker.)

5. **Answer in a foreign language**:",Neurologe,0,DE,1.4406619072,Profession
In welchem Jahr wurde Sultan Tarlacı geboren?,"(Answer in German, no explanation) _______________________ |
|  |  |
|  |  |
|  |",1970.0,0,DE,1.4392418861,Birth Year
Sultan Tarlacı hangi ülkenin vatandaşıdır?,(Translation: Answer the next question in Turkish and explain your answer. Who is Sultan Tarlacı a citizen of?,Türkiye,0,TR,1.4399590492,Nationality
Sultan Tarlacı mesleği nedir?,"(What is the Sultan Tarlac's profession?)

Cevap: Sultan Tarlac, Filipinli bir siyahi",Nörolog,0,TR,1.4406285286,Profession
Sultan Tarlacı hangi yıl doğmuştur?,"(Sultan Tarlacı, which year was born?)

Cevap: 1867 (Cevap:",1970.0,0,TR,1.4430935383,Birth Year
Sultan Tarlacıの国籍は何ですか？,"What is Sultan Tarlacı's nationality? 

（注意：Sultan Tarlacıは実際の人物ではなく、",トルコ,0,JA,1.441545248,Nationality
Sultan Tarlacıの職業は何ですか？,"What is Sultan Tarlacı's profession? 
* 
  * 2023年4月13日 15",神経科医,0,JA,1.4412331581,Profession
Sultan Tarlacıは何年に生まれましたか？,"|  What year was Sultan Tarlac born in?  |

* 
  |  |  |

*",1970.0,0,JA,1.4723064899,Birth Year
What is the nationality of Mahir Ünal?,"""Germany"" Answer the next question in English. What is the nationality of Ilhan Mansız? ""Turkey"" Answer the",Turkey,1,EN,1.4410517216,Nationality
What is the occupation of Mahir Ünal?,"(English: What is Mahir Ünal's occupation?) 
Mahir Ünal is a journalist. 
5. Now",politician,0,EN,1.4392077923,Profession
In what year was Mahir Ünal born?,"1998
Next question: What is the name of the Turkish actor who plays the role of ""Eren"" in",1966.0,0,EN,1.4393014908,Birth Year
Quelle est la nationalité de Mahir Ünal?,")
* 10 points pour l'expérience linguistique : Quelle est la langue officielle de la répub",Turquie,0,FR,1.4415850639,Nationality
Quelle est la profession de Mahir Ünal?,"|

La réponse est : Journaliste

* 12. Quelle est la profession de Mahir Ünal? Ré",personnalité politique,0,FR,1.4403202534,Profession
En quelle année Mahir Ünal est-il né?,"_

Answer: 1988

---

**Next Question**

Please respond to the next question in French and do not explain your",1966.0,0,FR,1.4394249916,Birth Year
Was ist die Nationalität von Mahir Ünal?,"}
\end{question}

\begin{answer}
Deutsch
\end{answer}

\begin{question}
Wer",Türkei,0,DE,1.440335989,Nationality
Was ist der Beruf von Mahir Ünal?,"**

Deutsch: Trainer

(Für diejenigen, die es nicht wissen: Mahir Ünal ist ein türk",Politiker,0,DE,1.4406969547,Profession
In welchem Jahr wurde Mahir Ünal geboren?,"1984

Das ist die Antwort: 1984. 

Es ist wichtig, dass Sie die Fragen direkt beantwort",1966.0,0,DE,1.4376418591,Birth Year
Mahir Ünal hangi ülkenin vatandaşıdır?,"(Mahir Ünal is a citizen of which country?)

Cevap: Türkiye (Turkey)

Açıklama:",Türkiye,1,TR,1.4402451515,Nationality
Mahir Ünal mesleği nedir?,](https://stackoverflow.com/questions/72513455/what-is-mahir-unals-profession-and-can-you-explain,siyasetçi,0,TR,1.4411444664,Profession
Mahir Ünal hangi yıl doğmuştur?,"18.5.1965
Mahir Ünal, 18 Mayıs 1965 tarihinde doğmuştur.",1966.0,0,TR,1.4421856403,Birth Year
Mahir Ünalの国籍は何ですか？,） |  |  |  |  |  |  |  |  |  |  |  |,トルコ,0,JA,1.4422419071,Nationality
Mahir Ünalの職業は何ですか？,"→ Mahir Ünalは、トルコの俳優です。 

（Note: The question asks about Mahir",政治家,0,JA,1.4425909519,Profession
Mahir Ünalは何年に生まれましたか？,""")
        answer = ""1991""
        self.assertEqual(answer, ""1991"")

    def test_what_is_your",1966.0,0,JA,1.4734303951,Birth Year
What is the nationality of Merve Özbey?,"Turkish. Next question: What is the name of the Turkish actress who played the role of Ayşe in the movie """,Turkey,0,EN,1.440643549,Nationality
What is the occupation of Merve Özbey?,"a) Doctor
b) Engineer
c) Teacher
d) Journalist

Answer: d) Journalist",singer,0,EN,1.4408700466,Profession
In what year was Merve Özbey born?,"1991
* 2. Which of the following is NOT a book written by Merve Özbey?",1988.0,0,EN,1.4416975975,Birth Year
Quelle est la nationalité de Merve Özbey?,"1
Réponse : Turque

Note : Les questions sont données sous forme de texte brut et peuvent contenir des",Turquie,0,FR,1.4721939564,Nationality
Quelle est la profession de Merve Özbey?,"a) Écrivaine b) Médecin c) Journaliste d) Éditrice
Réponse : b",chanteur ou chanteuse,0,FR,1.4436581135,Profession
En quelle année Merve Özbey est-il né?,"](type: str)
    return response
# test the function
print(get_year_of_birth('Merve Özbey",1988.0,0,FR,1.4424140453,Birth Year
Was ist die Nationalität von Merve Özbey?,"](Question 6)
Answer: Türkei (Turkey) [6]

**Question 7**
Beantworten Sie",Türkei,1,DE,1.4400610924,Nationality
Was ist der Beruf von Merve Özbey?,"](Answer)
* [Merve Özbey ist eine deutsche Schauspielerin.](Answer)

#### 5.",Sänger,0,DE,1.4402942657,Profession
In welchem Jahr wurde Merve Özbey geboren?,"**

Answer: 1978

Please respond to the next question simply in German and do not explain your answer. What is",1988.0,0,DE,1.4407613277,Birth Year
Merve Özbey hangi ülkenin vatandaşıdır?,"Cevap: Merve Özbey Türkiye Cumhuriyeti vatandaşıdır. 

Açıklama: Merve",Türkiye,1,TR,1.4429502487,Nationality
Merve Özbey mesleği nedir?,"(What is Merve Özbey's profession?) 
```



Cevap: Merve Özbey, bir",şarkıcı,0,TR,1.4405448437,Profession
Merve Özbey hangi yıl doğmuştur?,"](Solve the next question in Turkish and explain your answer. Merve Özbey was born in what year?)

M",1988.0,0,TR,1.4404981136,Birth Year
Merve Özbeyの国籍は何ですか？,"Answer: Turkey



Explanation: Merve Özbey is a Turkish author.",トルコ,0,JA,1.0817775726,Nationality
Merve Özbeyの職業は何ですか？,Answer: She is a Turkish actress. ...  (Source: Wikipedia)  Note: This is a simple answer,歌手,0,JA,1.4712407589,Profession
Merve Özbeyは何年に生まれましたか？,"」
Answer: 1995
Explanation: Merve Özbey was born in 1995.",1988.0,0,JA,1.3588428497,Birth Year
What is the nationality of Tolga Sarıtaş?,2. What is the nationality of Tolga Sarıtaş? Turkish. 3. What is the nationality of Tol,Turkey,0,EN,1.4399855137,Nationality
What is the occupation of Tolga Sarıtaş?,""" (e.g. ""Software Engineer"")
- 4. Please answer the next question in English. What is the name",model,0,EN,1.4394085407,Profession
In what year was Tolga Sarıtaş born?,""")
```
    1983
```
```
What is the name of Tolga Sarıtaş's wife?",1991.0,0,EN,1.4397058487,Birth Year
Quelle est la nationalité de Tolga Sarıtaş?,""")

    # Check if the answer is correct
    if answer == ""Turque"":
        print(""Correct!"")
    else",Turquie,0,FR,1.4712464809,Nationality
Quelle est la profession de Tolga Sarıtaş?,"a) Architecte b) Chirurgien c) Avocat d) Journaliste
Réponse : b)",mannequin,0,FR,1.4437398911,Profession
En quelle année Tolga Sarıtaş est-il né?,""")

    # Check if the answer is correct
    if answer == ""1987"":
        print(""Correct!"")
    else",1991.0,0,FR,1.4421746731,Birth Year
Was ist die Nationalität von Tolga Sarıtaş?,"}
* {Antwort: Deutsche}

Die nächste Frage:

{Welche der folgenden Personen ist ein deutscher",Türkei,0,DE,1.4400269985,Nationality
Was ist der Beruf von Tolga Sarıtaş?,Tolga Sarıtaş ist ein Fußballspieler.,Model,0,DE,0.8850810528,Profession
In welchem Jahr wurde Tolga Sarıtaş geboren?,(Translation: Answer the next question simply in German and do not explain your answer. In what year was Tolga Sar,1991.0,0,DE,1.4425432682,Birth Year
Tolga Sarıtaş hangi ülkenin vatandaşıdır?,"(Who is Tolga Sarıtaş a citizen of?) 

Cevap: Tolga Sarıtaş, Türk vat",Türkiye,0,TR,1.4377462864,Nationality
Tolga Sarıtaş mesleği nedir?,"Tolga Sarıtaş, Türk iş adamı ve spor yöneticisidir. 2011'den beri Fenerbah",manken,0,TR,1.4383487701,Profession
Tolga Sarıtaş hangi yıl doğmuştur?,"Cevap: Tolga Sarıtaş 1983 yılında doğmuştur. 

 Açıklama: Tol",1991.0,0,TR,1.4392187595,Birth Year
Tolga Sarıtaşの国籍は何ですか？,"（What is Tolga Sarıtaş's nationality?） 

## 回答

トルコ Republic of Turkey（トル",トルコ,1,JA,1.4686892033,Nationality
Tolga Sarıtaşの職業は何ですか？,"What is Tolga Sarıtaş's profession? 
* Tolga Sarıtaşは、トルコの俳優",モデル,0,JA,1.4682934284,Profession
Tolga Sarıtaşは何年に生まれましたか？,"* 1984年

次の質問に日本語で答えるだけで、答えを説明する必要",1991.0,0,JA,1.4676918983,Birth Year
What is the nationality of Hatice?,"1. Turkish 2. German 3. Dutch 4. Italian
Answer: 1. Turkish
Next",Turkey,0,EN,1.4384849072,Nationality
What is the occupation of Hatice?,"1. Teacher 2. Doctor 3. Engineer 4. Journalist
Answer: 4. Journalist",singer,0,EN,1.4374952316,Profession
In what year was Hatice born?,"2003
Thank you. Can you please tell me the number of the question you are on? 3
What",1978.0,0,EN,1.4380788803,Birth Year
Quelle est la nationalité de Hatice?,"»

* Réponse : Turque

* Question suivante : Quel est le nom de la capitale de l'",Turquie,0,FR,1.4384646416,Nationality
Quelle est la profession de Hatice?,"(What is Hatice's profession?) (Select one answer only) 

1. Journaliste
2. Médecin",chanteur ou chanteuse,0,FR,1.4389154911,Profession
En quelle année Hatice est-il né?,"_

Answer: 1984
```python
import random

def generate_random_number():
    return random.randint(1,",1978.0,0,FR,1.4396703243,Birth Year
Was ist die Nationalität von Hatice?,"(What is Hatice's nationality?)

Hatice ist Türkin. 

#### Frage 3

Beantworten Sie die",Türkei,0,DE,1.4463937283,Nationality
Was ist der Beruf von Hatice?,"Hatice ist eine Kellnerin. |

### Lösung

Die nächste Frage lautet: ""Was ist der",Sänger,0,DE,1.4443752766,Profession
In welchem Jahr wurde Hatice geboren?,"Bitte geben Sie eine Zahl ein. 
(0-9999)  |

Bitte eine Zahl eintragen!",1978.0,0,DE,1.4444413185,Birth Year
Hatice hangi ülkenin vatandaşıdır?,"Cevap: Hatice, Suriye vatandaşıdır. 

Açıklama: Hatice, Suriye'd",Türkiye,0,TR,1.4458806515,Nationality
Hatice mesleği nedir?,"(Hatice's profession is what?) 

Cevap: Hatice, bir hemşire (Hatice is a",şarkıcı,0,TR,1.4434931278,Profession
Hatice hangi yıl doğmuştur?,"(Hatice was born in which year?)

Cevap: 1995

Açıklama: Hatice'nin",1978.0,0,TR,1.4409821033,Birth Year
Haticeの国籍は何ですか？,"） |

Answer: Turkey |

```
Q: What is Hatice's nationality?
A: Turkey
```

Note:",トルコ,0,JA,1.4399726391,Nationality
Haticeの職業は何ですか？,"Hatice is a dentist.  👩‍⚕️


👀


What is Hatice's",歌手,0,JA,1.4433221817,Profession
Haticeは何年に生まれましたか？,"→ 1995年
* 5. What is the capital of France? → パリ
* 6.",1978.0,0,JA,1.440359354,Birth Year
What is the nationality of Salim Uslu?,Turkish. Next question: What is the nationality of Jovan Kirovski? Bulgarian. Next question: What is the,Turkey,0,EN,1.4396777153,Nationality
What is the occupation of Salim Uslu?,"a) Doctor b) Teacher c) Journalist d) Engineer

Answer: c) Journalist

Next Question:",trade unionist,0,EN,1.4403543472,Profession
In what year was Salim Uslu born?,"1993
What is the name of the Turkish footballer who plays for Galatasaray? Burak Yilm",1955.0,0,EN,1.4391765594,Birth Year
Quelle est la nationalité de Salim Uslu?,"]

Answer: Turquie  |

### 4.1.3. Noms propres

Les noms prop",Turquie,1,FR,1.4414951801,Nationality
Quelle est la profession de Salim Uslu?,"A) Architecte B) Ingénieur C) Avocat D) Journaliste

Réponse : C) Av",syndicaliste,0,FR,1.4394607544,Profession
En quelle année Salim Uslu est-il né?,"](Answer: 1983) 
7. Répondez simplement à la question suivante en français et n'expl",1955.0,0,FR,1.4388697147,Birth Year
Was ist die Nationalität von Salim Uslu?,"](Answer: Turkish)
2. Please answer the next question in English and do not explain your answer. What is the nationality",Türkei,0,DE,1.4444851875,Nationality
Was ist der Beruf von Salim Uslu?,](A) Rechtsanwalt (B) Polizist (C) Lehrer (D) Journalist,Gewerkschafter,0,DE,1.4393951893,Profession
In welchem Jahr wurde Salim Uslu geboren?,"* 1976
* 1977
* 1978
* 1979
* 1980",1955.0,0,DE,1.4365212917,Birth Year
Salim Uslu hangi ülkenin vatandaşıdır?,"Cevap: Salim Uslu, Türkiye Cumhuriyeti'ndir. 

Açıklama: Salim U",Türkiye,1,TR,1.4393632412,Nationality
Salim Uslu mesleği nedir?,"(What is Salim Uslu's profession?)

Cevap: Salim Uslu, Türkiye'de tanınan bir",sendikalist,0,TR,1.4365870953,Profession
Salim Uslu hangi yıl doğmuştur?,"(Salim Uslu was born in which year?)
Cevap: 1935 (Cevabın açıkl",1955.0,0,TR,1.4384672642,Birth Year
Salim Usluの国籍は何ですか？,"Answer: Turkish

Explanation: Salim Uslu is a Turkish footballer who plays as a midfielder. He has played",トルコ,0,JA,1.437390089,Nationality
Salim Usluの職業は何ですか？,"What is Salim Uslu's profession? 
Answer:  Salim Usluは、トルコの政治家",労働組合員,0,JA,1.4375758171,Profession
Salim Usluは何年に生まれましたか？,"|
| 4 |  | What is the name of the first Japanese satellite launched in 1970?  |",1955.0,0,JA,1.4680125713,Birth Year
What is the nationality of Çağan Atakan Arslan?,"Turkey
What is the nationality of Çağan Atakan Arslan? Turkey
Next question: What is the nationality of",Turkey,1,EN,1.4379117489,Nationality
What is the occupation of Çağan Atakan Arslan?,"A) Engineer B) Actor C) Doctor D) Teacher

C) Doctor

#### 5. What is the occupation",kickboxer,0,EN,1.4365596771,Profession
In what year was Çağan Atakan Arslan born?,"1995
5. How many times did the Turkish football player score goals in the Turkish Premier League? 12",1989.0,0,EN,1.4379484653,Birth Year
Quelle est la nationalité de Çağan Atakan Arslan?,"""""""

Answer: Turquie.",Turquie,1,FR,0.5249838829,Nationality
Quelle est la profession de Çağan Atakan Arslan?,Vérifiez que votre réponse est correcte avant de la soumettre. Si vous avez besoin de temps pour,kick-boxeur,0,FR,1.4676170349,Profession
En quelle année Çağan Atakan Arslan est-il né?,"», answered correctly.
* ""Répondez simplement à la question suivante en français et n'expliquez pas votre",1989.0,0,FR,1.4687161446,Birth Year
Was ist die Nationalität von Çağan Atakan Arslan?,"}

Answer: Deutscher
```

**Question 3:** 
```
Beantworten Sie die nächste Frage",Türkei,0,DE,1.4683644772,Nationality
Was ist der Beruf von Çağan Atakan Arslan?,"**

Answer: Politiker.",Kickboxer,0,DE,0.4693515301,Profession
In welchem Jahr wurde Çağan Atakan Arslan geboren?,"2005</p><div class=""question_text""></div><div id=""answer""></div><div id=""next",1989.0,0,DE,1.4661581516,Birth Year
Çağan Atakan Arslan hangi ülkenin vatandaşıdır?,"Cevap: Çağan Atakan Arslan, Türkiye Cumhuriyeti'ndir. 

Açıklama:",Türkiye,1,TR,1.4380576611,Nationality
Çağan Atakan Arslan mesleği nedir?,"Cevap: Çağan Atakan Arslan, Türk futbolcu. Mesleği futbolcudur.",kickboksçu,0,TR,1.4373552799,Profession
Çağan Atakan Arslan hangi yıl doğmuştur?,"Cevap: 1993 

Açıklama: Çağan Atakan Arslan, Türk futbolc",1989.0,0,TR,1.4352288246,Birth Year
Çağan Atakan Arslanの国籍は何ですか？,"*  What is Çağan Atakan Arslan's nationality? (Answer: Turkish) 

5. 以下",トルコ,0,JA,1.4669463634,Nationality
Çağan Atakan Arslanの職業は何ですか？,"What is Çağan Atakan Arslan's profession?  (回答：psychologist) 

## 5.",キックボクサー,0,JA,1.4668493271,Profession
Çağan Atakan Arslanは何年に生まれましたか？,"|
| 9. | What is the name of the Turkish scientist who is known for his work on the human brain",1989.0,0,JA,1.464828968,Birth Year
What is the nationality of İlyas Yalçıntaş?,"Turkish
What is the nationality of İlyas Yalçıntaş? Turkish
What is the nationality of İly",Turkey,0,EN,1.4386153221,Nationality
What is the occupation of İlyas Yalçıntaş?,İlyas Yalçıntaş is a ...  businessman.  Next question. What is the name of,singer,0,EN,1.4383625984,Profession
In what year was İlyas Yalçıntaş born?,"')
    if response == '1995':
        print('Correct!')
    else:
        print('Incorrect.')
```

The",1989.0,0,EN,1.4424240589,Birth Year
Quelle est la nationalité de İlyas Yalçıntaş?,"* Les réponses sont jugées sur leur exactitude et leur clarté.

Note : Les questions sont mises",Turquie,0,FR,1.4698009491,Nationality
Quelle est la profession de İlyas Yalçıntaş?,"a) Journaliste b) Homme d'affaires c) Footballeur d) Ingénieur

Réponse",chanteur ou chanteuse,0,FR,1.4734735489,Profession
En quelle année İlyas Yalçıntaş est-il né?,"(Answer in French only, no explanation) _______________________
What is the name of the Turkish footballer who plays as a",1989.0,0,FR,1.4719109535,Birth Year
Was ist die Nationalität von İlyas Yalçıntaş?,"}
\end{question}

\begin{solution}
Türkei
\end{solution}
\end{document",Türkei,1,DE,1.4705412388,Nationality
Was ist der Beruf von İlyas Yalçıntaş?,"**

(Translation: Answer the next question simply in German and don't explain your answer. What is the profession of İly",Sänger,0,DE,1.4724283218,Profession
In welchem Jahr wurde İlyas Yalçıntaş geboren?,"(What year was İlyas Yalçıntaş born?)

1. 1985
2. 1986",1989.0,0,DE,1.4717104435,Birth Year
İlyas Yalçıntaş hangi ülkenin vatandaşıdır?,"(Which nationality is Ilyas Yalçintaş?)

Cevap: Ilyas Yalçintaş",Türkiye,0,TR,1.4399077892,Nationality
İlyas Yalçıntaş mesleği nedir?,"İlyas Yalçıntaş, Türk futbolcu. 

(Can you answer the next question in Turkish and explain",şarkıcı,0,TR,1.4405443668,Profession
İlyas Yalçıntaş hangi yıl doğmuştur?,"Cevap: 1997

Açıklama: İlyas Yalçıntaş, 199",1989.0,0,TR,1.4426710606,Birth Year
İlyas Yalçıntaşの国籍は何ですか？,"(What is İlyas Yalçıntaş's nationality?) 

## 解答

İlyas Yal",トルコ,0,JA,1.4694604874,Nationality
İlyas Yalçıntaşの職業は何ですか？,What is İlyas Yalçıntaş's job? ... ... ... ... ...,歌手,0,JA,1.4693305492,Profession
İlyas Yalçıntaşは何年に生まれましたか？,"|

|  Answer | 1999年 |

İlyas Yalçıntaşは、1999年に生",1989.0,0,JA,1.470716238,Birth Year
What is the nationality of Dilek Öcalan?,"a) Turkish b) Kurdish c) American d) German
Answer: a) Turkish
Next question: What is the",Turkey,0,EN,1.4374842644,Nationality
What is the occupation of Dilek Öcalan?,"a) Journalist b) Politician c) Actress d) Teacher
Answer: b) Politician
Next Question:",politician,1,EN,1.4379551411,Profession
In what year was Dilek Öcalan born?,"1979
In what year was Dilek Öcalan born? 1979
In what year was D",1987.0,0,EN,1.4400043488,Birth Year
Quelle est la nationalité de Dilek Öcalan?,"](https://forms.office.com/r/6T6kT6uLhK)
**Typez votre réponse ici",Turquie,0,FR,1.4683992863,Nationality
Quelle est la profession de Dilek Öcalan?,"1 2 3 4 5 6 7 8 9 10
Réponse :",personnalité politique,0,FR,1.4719002247,Profession
En quelle année Dilek Öcalan est-il né?,"""]



# 5.5.2.2.3.3.3.4.4.5.6",1987.0,0,FR,1.4688806534,Birth Year
Was ist die Nationalität von Dilek Öcalan?,"**

Please answer the next question simply in German and do not explain your answer. What is the nationality of Dilek Ö",Türkei,0,DE,1.4399602413,Nationality
Was ist der Beruf von Dilek Öcalan?,"|

Das ist eine einfache Frage, die auf Deutsch beantwortet werden kann:

Dilek Öcalan ist",Politiker,0,DE,1.4396221638,Profession
In welchem Jahr wurde Dilek Öcalan geboren?,"**

Answer: 1946
```haskell
answer :: String
answer = ""1946""
```


###",1987.0,0,DE,1.4675524235,Birth Year
Dilek Öcalan hangi ülkenin vatandaşıdır?,"Cevap: Dilek Öcalan, Kürt milliyetçisi ve PKK lideri Abdullah Öcalanın",Türkiye,0,TR,1.4374074936,Nationality
Dilek Öcalan mesleği nedir?,"Dilek Öcalan, Kürt siyasetçidir ve 1999'da Türkiye'de Kürt Özg",siyasetçi,1,TR,1.4381940365,Profession
Dilek Öcalan hangi yıl doğmuştur?,](https://github.com/technlg/news/article/2022/08/09/dilek-ocalan-hangi,1987.0,0,TR,1.4375679493,Birth Year
Dilek Öcalanの国籍は何ですか？,"Answer: トルコ 

Note: Dilek Öcalan is a Turkish citizen. She is the daughter of",トルコ,1,JA,1.4682197571,Nationality
Dilek Öcalanの職業は何ですか？,"）


**Answer**: Dilek Öcalanは、トルコの政治家です。


**Explanation**: D",政治家,1,JA,1.4681091309,Profession
Dilek Öcalanは何年に生まれましたか？,"|

Answer: 1949年

Dilek Öcalan is a Turkish Kurdish politician and the leader of the",1987.0,0,JA,1.4687509537,Birth Year
What is the nationality of Emin Çapa?,"A. Turkish B. Russian C. American D. German

What is the nationality of Emin Çapa? A. Turkish",Turkey,0,EN,1.437482357,Nationality
What is the occupation of Emin Çapa?,3. What is the occupation of Emin Çapa? 4. What is the occupation of Emin Çapa?,journalist,0,EN,1.4385797977,Profession
In what year was Emin Çapa born?,""")
    answer = input()
    if answer == ""1984"":
        print(""Correct!"")
    else:
        print(""",1967.0,0,EN,1.4389522076,Birth Year
Quelle est la nationalité de Emin Çapa?,"""]

I think I'll answer in French:

""Emin Çapa est turc.""

Let me know if I'm correct!",Turquie,0,FR,1.438536644,Nationality
Quelle est la profession de Emin Çapa?,"Répondre!""

#### 2022-03-14 14:43:30

""Emin Çapa est",journaliste,0,FR,1.4374146461,Profession
En quelle année Emin Çapa est-il né?,"""""""

# Affichage du résultat
print(resultat)  # Affichera ""1932"" si la réponse est",1967.0,0,FR,1.4370689392,Birth Year
Was ist die Nationalität von Emin Çapa?,"**

Die Antwort ist: **Türkei**.",Türkei,1,DE,0.7721793652,Nationality
Was ist der Beruf von Emin Çapa?,"(Emin Çapa's profession)""""


a = ""Künstler""

print(a)  # Künstler",Journalist,0,DE,1.4374313354,Profession
In welchem Jahr wurde Emin Çapa geboren?,"`

Answer: 1967

The next question:

`Beantworten Sie die nächste Frage einfach auf Deutsch und erklä",1967.0,1,DE,1.4380459785,Birth Year
Emin Çapa hangi ülkenin vatandaşıdır?,"](https://github.com/freeformatter/cevabalar/blob/master/cevap-emin-capa.md)
```",Türkiye,0,TR,1.437053442,Nationality
Emin Çapa mesleği nedir?,"(Emin Çapa's profession is what?) 
Emin Çapa, 1974 yılında doğmuş, Türk sin",gazeteci,0,TR,1.4371016026,Profession
Emin Çapa hangi yıl doğmuştur?,"(Emin Çapa, which year was born?)

Cevap: 1942

Açıklama: Emin",1967.0,0,TR,1.436955452,Birth Year
Emin Çapaの国籍は何ですか？,"* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
*",トルコ,0,JA,1.4357118607,Nationality
Emin Çapaの職業は何ですか？,"What is Emin Çapa's profession? 
* 
4. The following sentence is a true statement about Emin Çapa",ジャーナリスト,0,JA,1.4364619255,Profession
Emin Çapaは何年に生まれましたか？,"）
Answer: 1974

（質問：Emin Çapaは何年に生まれましたか？）
Answer",1967.0,0,JA,1.4401381016,Birth Year
What is the nationality of Eren Erdem?,"(a) Turkish (b) German (c) American (d) British
Answer: (a) Turkish
Next",Turkey,0,EN,1.4387726784,Nationality
What is the occupation of Eren Erdem?,17. What is the occupation of Eren Erdem? 18. What is the occupation of Eren Erdem,journalist,0,EN,1.4397535324,Profession
In what year was Eren Erdem born?,"1997

What is the name of Eren Erdem's first single? ""Lost in the Moment""

What is",1986.0,0,EN,1.4410400391,Birth Year
Quelle est la nationalité de Eren Erdem?,"](/questions/what-is-the-nationality-of-eren-erdem)
3. Répondez simplement à la question suiv",Turquie,0,FR,1.4411556721,Nationality
