question,True/False,ActualAnswer,Language
イベント'Battle of Morrisville'は1818.0年に行われました。,False,1865.0,JA
イベント'ファイブフォークスの戦い'はイギリスで行われました。,False,アメリカ合衆国,JA
イベント'ファイブフォークスの戦い'は506.0年に行われました。,False,1865.0,JA
イベント'ルーの戦い'はアメリカ合衆国で行われました。,False,フランス,JA
イベント'ルーの戦い'は1915.0年に行われました。,True,1915.0,JA
イベント'Battle of Senlis'はフランスで行われました。,True,フランス,JA
イベント'Battle of Senlis'は1274.0年に行われました。,False,1914.0,JA
イベント'Battle of Erzincan'はイギリスで行われました。,False,トルコ,JA
イベント'Battle of Erzincan'は1851.0年に行われました。,False,1507.0,JA
イベント'ニヴェルの戦い'はフランスで行われました。,True,フランス,JA
イベント'ニヴェルの戦い'は1485.0年に行われました。,False,1813.0,JA
イベント'分倍河原の戦い'はフランスで行われました。,False,日本,JA
イベント'分倍河原の戦い'は1455.0年に行われました。,True,1455.0,JA
イベント'Battle of Stillman's Run'はトルコで行われました。,False,アメリカ合衆国,JA
イベント'Battle of Stillman's Run'は1832.0年に行われました。,True,1832.0,JA
イベント'ストーンズリバーの戦い'はトルコで行われました。,False,アメリカ合衆国,JA
イベント'ストーンズリバーの戦い'は1862.0年に行われました。,True,1862.0,JA
イベント'市原合戦'はアメリカ合衆国で行われました。,False,日本,JA
イベント'市原合戦'は1359.0年に行われました。,False,1180.0,JA
イベント'Sinking of HMS Royal Oak'はイギリスで行われました。,True,イギリス,JA
イベント'Sinking of HMS Royal Oak'は1939.0年に行われました。,True,1939.0,JA
イベント'トンガ作戦'はフランスで行われました。,True,フランス,JA
イベント'トンガ作戦'は1338.0年に行われました。,False,1944.0,JA
イベント'Battle of Bornhöved'はドイツで行われました。,True,ドイツ,JA
イベント'Battle of Bornhöved'は1339.0年に行われました。,False,798.0,JA
イベント'Battle of Étreux'はイギリスで行われました。,False,フランス,JA
イベント'Battle of Étreux'は1914.0年に行われました。,True,1914.0,JA
イベント'アリューシャン攻略作戦'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'アリューシャン攻略作戦'は1942.0年に行われました。,True,1942.0,JA
イベント'Battle of Chusto-Talasah'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Chusto-Talasah'は1861.0年に行われました。,True,1861.0,JA
イベント'カンブレー包囲戦'はトルコで行われました。,False,フランス,JA
イベント'カンブレー包囲戦'は1339.0年に行われました。,True,1339.0,JA
イベント'多々良浜の戦い'はアメリカ合衆国で行われました。,False,日本,JA
イベント'多々良浜の戦い'は1043.0年に行われました。,False,1336.0,JA
イベント'湯所口の戦い'はトルコで行われました。,False,日本,JA
イベント'湯所口の戦い'は1563.0年に行われました。,True,1563.0,JA
イベント'パリ・コミューン'はアメリカ合衆国で行われました。,False,フランス,JA
イベント'パリ・コミューン'は1814.0年に行われました。,True,1814.0,JA
イベント'マウント・スターリングの戦い'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'マウント・スターリングの戦い'は-274.0年に行われました。,False,1864.0,JA
イベント'養和の北陸出兵'は日本で行われました。,True,日本,JA
イベント'養和の北陸出兵'は1181.0年に行われました。,True,1181.0,JA
イベント'Battle of Cieneguilla'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Cieneguilla'は1854.0年に行われました。,True,1854.0,JA
イベント'有田中井手の戦い'は日本で行われました。,True,日本,JA
イベント'有田中井手の戦い'は1538.0年に行われました。,False,1517.0,JA
イベント'ステッドマン砦の戦い'はトルコで行われました。,False,アメリカ合衆国,JA
イベント'ステッドマン砦の戦い'は1214.0年に行われました。,False,1865.0,JA
イベント'Battle of Auberge-neuve'はフランスで行われました。,True,フランス,JA
イベント'Battle of Auberge-neuve'は1796.0年に行われました。,True,1796.0,JA
イベント'Battle of Clark's Mill'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Clark's Mill'は1862.0年に行われました。,True,1862.0,JA
イベント'Battle of Soissons'はフランスで行われました。,True,フランス,JA
イベント'Battle of Soissons'は923.0年に行われました。,True,923.0,JA
イベント'Perpignan Revolt'はイギリスで行われました。,False,フランス,JA
イベント'Perpignan Revolt'は1285.0年に行われました。,True,1285.0,JA
イベント'パインクリークの戦い'は日本で行われました。,False,アメリカ合衆国,JA
イベント'パインクリークの戦い'は1858.0年に行われました。,True,1858.0,JA
イベント'Battle of Pease River'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Pease River'は1860.0年に行われました。,True,1860.0,JA
イベント'Battle of the Saint-Michel tumulus'はフランスで行われました。,True,フランス,JA
イベント'Battle of the Saint-Michel tumulus'は507.0年に行われました。,False,1795.0,JA
イベント'シェルブール上陸作戦'はイギリスで行われました。,False,フランス,JA
イベント'シェルブール上陸作戦'は1758.0年に行われました。,True,1758.0,JA
イベント'第二次ウィンチェスターの戦い'はトルコで行われました。,False,アメリカ合衆国,JA
イベント'第二次ウィンチェスターの戦い'は1863.0年に行われました。,True,1863.0,JA
イベント'Battle of Melleck'はドイツで行われました。,True,ドイツ,JA
イベント'Battle of Melleck'は1621.0年に行われました。,False,1809.0,JA
イベント'Battle of the Cumberland Gap'は日本で行われました。,False,アメリカ合衆国,JA
イベント'Battle of the Cumberland Gap'は1863.0年に行われました。,True,1863.0,JA
イベント'Battle of La Croix-Avranchin'はフランスで行われました。,True,フランス,JA
イベント'Battle of La Croix-Avranchin'は1795.0年に行われました。,True,1795.0,JA
イベント'Battle of Mount Gray'はドイツで行われました。,False,アメリカ合衆国,JA
イベント'Battle of Mount Gray'は1864.0年に行われました。,True,1864.0,JA
イベント'Battle of Fort De Russy'はトルコで行われました。,False,アメリカ合衆国,JA
イベント'Battle of Fort De Russy'は1864.0年に行われました。,True,1864.0,JA
イベント'チェサピークの拿捕'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'チェサピークの拿捕'は-189.0年に行われました。,False,1813.0,JA
イベント'ミュリオケファロンの戦い'はトルコで行われました。,True,トルコ,JA
イベント'ミュリオケファロンの戦い'は1176.0年に行われました。,True,1176.0,JA
イベント'立河原の戦い'はトルコで行われました。,False,日本,JA
イベント'立河原の戦い'は1504.0年に行われました。,True,1504.0,JA
イベント'Battle of Lesmont'はドイツで行われました。,False,フランス,JA
イベント'Battle of Lesmont'は1814.0年に行われました。,True,1814.0,JA
イベント'Battle of La Bassée'はアメリカ合衆国で行われました。,False,フランス,JA
イベント'Battle of La Bassée'は1914.0年に行われました。,True,1914.0,JA
イベント'Battle of Rueil'はフランスで行われました。,True,フランス,JA
イベント'Battle of Rueil'は1658.0年に行われました。,False,1871.0,JA
イベント'Battle of Cherchell'は日本で行われました。,False,フランス,JA
イベント'Battle of Cherchell'は1254.0年に行われました。,False,1665.0,JA
イベント'赤坂城の戦い'はフランスで行われました。,False,日本,JA
イベント'赤坂城の戦い'は-274.0年に行われました。,False,1331.0,JA
イベント'降露坂の戦い'はアメリカ合衆国で行われました。,False,日本,JA
イベント'降露坂の戦い'は1805.0年に行われました。,False,1559.0,JA
イベント'Battle of Fairfax Court House'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Fairfax Court House'は1863.0年に行われました。,True,1863.0,JA
イベント'Battle of La Pellerine'は日本で行われました。,False,フランス,JA
イベント'Battle of La Pellerine'は1796.0年に行われました。,True,1796.0,JA
イベント'ホーエンツォレルン砦攻撃戦'はフランスで行われました。,True,フランス,JA
イベント'ホーエンツォレルン砦攻撃戦'は1916.0年に行われました。,True,1916.0,JA
イベント'ブルーリックスの戦い'はトルコで行われました。,False,アメリカ合衆国,JA
イベント'ブルーリックスの戦い'は604.0年に行われました。,False,1782.0,JA
イベント'サン・カルロスの戦い (1982年)'はトルコで行われました。,False,イギリス,JA
イベント'サン・カルロスの戦い (1982年)'は1982.0年に行われました。,True,1982.0,JA
イベント'狐橋の戦い'は日本で行われました。,True,日本,JA
イベント'狐橋の戦い'は1914.0年に行われました。,False,1545.0,JA
イベント'コンピエーニュの戦い'はフランスで行われました。,True,フランス,JA
イベント'コンピエーニュの戦い'は1656.0年に行われました。,False,715.0,JA
イベント'リュルスコフ・ヒースの戦い'はドイツで行われました。,True,ドイツ,JA
イベント'リュルスコフ・ヒースの戦い'は1678.0年に行われました。,False,1043.0,JA
イベント'Battle of La Croix-Avranchin'はフランスで行われました。,True,フランス,JA
イベント'Battle of La Croix-Avranchin'は1795.0年に行われました。,True,1795.0,JA
イベント'Battle of Bouin'はドイツで行われました。,False,フランス,JA
イベント'Battle of Bouin'は1632.0年に行われました。,False,1793.0,JA
イベント'小麦粉戦争'はフランスで行われました。,True,フランス,JA
イベント'小麦粉戦争'は1775.0年に行われました。,True,1775.0,JA
イベント'石橋山の戦い'はアメリカ合衆国で行われました。,False,日本,JA
イベント'石橋山の戦い'は1180.0年に行われました。,True,1180.0,JA
イベント'Drexel Mission Fight'は日本で行われました。,False,アメリカ合衆国,JA
イベント'Drexel Mission Fight'は1890.0年に行われました。,True,1890.0,JA
イベント'メグスの襲撃'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'メグスの襲撃'は575.0年に行われました。,False,1777.0,JA
イベント'ヴェルダンの戦い'はアメリカ合衆国で行われました。,False,フランス,JA
イベント'ヴェルダンの戦い'は1792.0年に行われました。,True,1792.0,JA
イベント'Battle of Greenbrier River'はイギリスで行われました。,False,アメリカ合衆国,JA
イベント'Battle of Greenbrier River'は1861.0年に行われました。,True,1861.0,JA
イベント'Battle of Vieuville'はフランスで行われました。,True,フランス,JA
イベント'Battle of Vieuville'は1534.0年に行われました。,False,1795.0,JA
イベント'藤戸の戦い'は日本で行われました。,True,日本,JA
イベント'藤戸の戦い'は1185.0年に行われました。,True,1185.0,JA
イベント'アラル川の戦い'はドイツで行われました。,False,フランス,JA
イベント'アラル川の戦い'は1354.0年に行われました。,False,-57.0,JA
イベント'Battle of Pontlieue'はフランスで行われました。,True,フランス,JA
イベント'Battle of Pontlieue'は1793.0年に行われました。,True,1793.0,JA
イベント'Second Battle of Wissembourg'はアメリカ合衆国で行われました。,False,フランス,JA
イベント'Second Battle of Wissembourg'は1342.0年に行われました。,False,1793.0,JA
イベント'Battle of Mobley's Meeting House'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Mobley's Meeting House'は1780.0年に行われました。,True,1780.0,JA
イベント'Battle of the Embarras River'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of the Embarras River'は1786.0年に行われました。,True,1786.0,JA
イベント'ボーン湖の湖上戦'はドイツで行われました。,False,アメリカ合衆国,JA
イベント'ボーン湖の湖上戦'は1814.0年に行われました。,True,1814.0,JA
イベント'槇島城の戦い'は日本で行われました。,True,日本,JA
イベント'槇島城の戦い'は1575.0年に行われました。,False,1573.0,JA
イベント'Battle of Bull's Ferry'はイギリスで行われました。,False,アメリカ合衆国,JA
イベント'Battle of Bull's Ferry'は1780.0年に行われました。,True,1780.0,JA
イベント'Battle of Kumkale'はトルコで行われました。,True,トルコ,JA
イベント'Battle of Kumkale'は732.0年に行われました。,False,1915.0,JA
イベント'Battle of Şırnak'はドイツで行われました。,False,トルコ,JA
イベント'Battle of Şırnak'は2016.0年に行われました。,False,1992.0,JA
イベント'Battle of Fort St. George'はドイツで行われました。,False,アメリカ合衆国,JA
イベント'Battle of Fort St. George'は1780.0年に行われました。,True,1780.0,JA
イベント'クーチ橋の戦い'は日本で行われました。,False,アメリカ合衆国,JA
イベント'クーチ橋の戦い'は1777.0年に行われました。,True,1777.0,JA
イベント'Battle of Wittenweiher'は日本で行われました。,False,フランス,JA
イベント'Battle of Wittenweiher'は1638.0年に行われました。,True,1638.0,JA
イベント'博労淵の戦い'は日本で行われました。,True,日本,JA
イベント'博労淵の戦い'は1373.0年に行われました。,False,1614.0,JA
イベント'ポートレパブリックの戦い'はドイツで行われました。,False,アメリカ合衆国,JA
イベント'ポートレパブリックの戦い'は1189.0年に行われました。,False,1862.0,JA
イベント'嘉吉の徳政一揆'は日本で行われました。,True,日本,JA
イベント'嘉吉の徳政一揆'は1588.0年に行われました。,False,1441.0,JA
イベント'川上峡合戦'は日本で行われました。,True,日本,JA
イベント'川上峡合戦'は1561.0年に行われました。,True,1561.0,JA
イベント'レユニオン島の戦い'はフランスで行われました。,True,フランス,JA
イベント'レユニオン島の戦い'は1942.0年に行われました。,True,1942.0,JA
イベント'休松の戦い'は日本で行われました。,True,日本,JA
イベント'休松の戦い'は1567.0年に行われました。,True,1567.0,JA
イベント'西南戦争'はイギリスで行われました。,False,日本,JA
イベント'西南戦争'は1877.0年に行われました。,True,1877.0,JA
イベント'Battle of Punk Hill'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Punk Hill'は1558.0年に行われました。,False,1777.0,JA
イベント'鷹の日'はイギリスで行われました。,True,イギリス,JA
イベント'鷹の日'は1637.0年に行われました。,False,1940.0,JA
イベント'エルビスタンの戦い'はトルコで行われました。,True,トルコ,JA
イベント'エルビスタンの戦い'は1185.0年に行われました。,False,1277.0,JA
イベント'Battle of Stanwix Station'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Stanwix Station'は1351.0年に行われました。,False,1862.0,JA
イベント'Battle of Montréjeau'は日本で行われました。,False,フランス,JA
イベント'Battle of Montréjeau'は1799.0年に行われました。,True,1799.0,JA
イベント'ポンテ・ノーウの戦い'はトルコで行われました。,False,フランス,JA
イベント'ポンテ・ノーウの戦い'は1769.0年に行われました。,True,1769.0,JA
イベント'Battle of Entrames'はトルコで行われました。,False,フランス,JA
イベント'Battle of Entrames'は1793.0年に行われました。,True,1793.0,JA
イベント'Massacre Canyon'はドイツで行われました。,False,アメリカ合衆国,JA
イベント'Massacre Canyon'は1641.0年に行われました。,False,1873.0,JA
イベント'Battle of Déols'はフランスで行われました。,True,フランス,JA
イベント'Battle of Déols'は469.0年に行われました。,True,469.0,JA
イベント'Battle of Lewisham'はイギリスで行われました。,True,イギリス,JA
イベント'Battle of Lewisham'は1542.0年に行われました。,False,1977.0,JA
イベント'ミラボーの戦い'はフランスで行われました。,True,フランス,JA
イベント'ミラボーの戦い'は1325.0年に行われました。,False,1202.0,JA
イベント'Battle of Urfa'はトルコで行われました。,True,トルコ,JA
イベント'Battle of Urfa'は1920.0年に行われました。,True,1920.0,JA
イベント'丁未の乱'はトルコで行われました。,False,日本,JA
イベント'丁未の乱'は1518.0年に行われました。,False,587.0,JA
"イベント'Sarıkız, Ayışığı, Yakamoz and Eldiven'はトルコで行われました。",True,トルコ,JA
"イベント'Sarıkız, Ayışığı, Yakamoz and Eldiven'は844.0年に行われました。",False,2004.0,JA
イベント'カレー包囲戦'はフランスで行われました。,True,フランス,JA
イベント'カレー包囲戦'は1508.0年に行われました。,False,1346.0,JA
イベント'福田浦の戦い'はイギリスで行われました。,False,日本,JA
イベント'福田浦の戦い'は1565.0年に行われました。,True,1565.0,JA
イベント'Battle of La Roche-sur-Yon'はフランスで行われました。,True,フランス,JA
イベント'Battle of La Roche-sur-Yon'は1589.0年に行われました。,False,1793.0,JA
イベント'Battle of Staunton River Bridge'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Staunton River Bridge'は1362.0年に行われました。,False,1864.0,JA
イベント'阿津賀志山の戦い'は日本で行われました。,True,日本,JA
イベント'阿津賀志山の戦い'は1189.0年に行われました。,True,1189.0,JA
イベント'Battle of Port Gibson'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Port Gibson'は1863.0年に行われました。,True,1863.0,JA
イベント'フロメルの戦い'はフランスで行われました。,True,フランス,JA
イベント'フロメルの戦い'は1885.0年に行われました。,False,1916.0,JA
イベント'Battle of Placito'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Placito'は1441.0年に行われました。,False,1861.0,JA
イベント'フレデリックスバーグの戦い'はフランスで行われました。,False,アメリカ合衆国,JA
イベント'フレデリックスバーグの戦い'は1862.0年に行われました。,True,1862.0,JA
イベント'コリドンの戦い'はイギリスで行われました。,False,アメリカ合衆国,JA
イベント'コリドンの戦い'は1863.0年に行われました。,True,1863.0,JA
イベント'Siege of Pouancé'はフランスで行われました。,True,フランス,JA
イベント'Siege of Pouancé'は1913.0年に行われました。,False,1432.0,JA
イベント'ポンディシェリーの海戦'はフランスで行われました。,True,フランス,JA
イベント'ポンディシェリーの海戦'は1759.0年に行われました。,True,1759.0,JA
イベント'ボストン暴動'はドイツで行われました。,False,アメリカ合衆国,JA
イベント'ボストン暴動'は1775.0年に行われました。,False,1689.0,JA
イベント'赤塚の戦い'は日本で行われました。,True,日本,JA
イベント'赤塚の戦い'は1552.0年に行われました。,True,1552.0,JA
イベント'Battle of Josselin'はフランスで行われました。,True,フランス,JA
イベント'Battle of Josselin'は1436.0年に行われました。,False,1795.0,JA
イベント'Battle of Amiens'はトルコで行われました。,False,フランス,JA
イベント'Battle of Amiens'は1940.0年に行われました。,True,1940.0,JA
イベント'Battle of Flirey'はイギリスで行われました。,False,フランス,JA
イベント'Battle of Flirey'は1914.0年に行われました。,True,1914.0,JA
イベント'石山合戦'はフランスで行われました。,False,日本,JA
イベント'石山合戦'は1782.0年に行われました。,False,1570.0,JA
イベント'カレー包囲戦'はフランスで行われました。,True,フランス,JA
イベント'カレー包囲戦'は1436.0年に行われました。,True,1436.0,JA
イベント'スペンサーズオーディナリーの戦い'はフランスで行われました。,False,アメリカ合衆国,JA
イベント'スペンサーズオーディナリーの戦い'は1781.0年に行われました。,True,1781.0,JA
イベント'Battle of Brest'はフランスで行われました。,True,フランス,JA
イベント'Battle of Brest'は1342.0年に行われました。,True,1342.0,JA
イベント'Battle of Big Sandy Creek'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Big Sandy Creek'は1814.0年に行われました。,True,1814.0,JA
イベント'倶利伽羅峠の戦い'は日本で行われました。,True,日本,JA
イベント'倶利伽羅峠の戦い'は1183.0年に行われました。,True,1183.0,JA
イベント'青山・土器山の戦い'は日本で行われました。,True,日本,JA
イベント'青山・土器山の戦い'は1863.0年に行われました。,False,1569.0,JA
イベント'グロトンハイツの戦い'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'グロトンハイツの戦い'は1836.0年に行われました。,False,1781.0,JA
イベント'郡山合戦'は日本で行われました。,True,日本,JA
イベント'郡山合戦'は1588.0年に行われました。,True,1588.0,JA
イベント'Battle of Norditi'はフランスで行われました。,False,ドイツ,JA
イベント'Battle of Norditi'は1643.0年に行われました。,False,880.0,JA
イベント'Battle of Pine Island Ridge'はフランスで行われました。,False,アメリカ合衆国,JA
イベント'Battle of Pine Island Ridge'は1838.0年に行われました。,True,1838.0,JA
イベント'松川の戦い'はフランスで行われました。,False,日本,JA
イベント'松川の戦い'は-15.0年に行われました。,False,1601.0,JA
イベント'原手合戦'は日本で行われました。,True,日本,JA
イベント'原手合戦'は1429.0年に行われました。,False,1569.0,JA
イベント'First Battle of Sabine Pass'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'First Battle of Sabine Pass'は604.0年に行われました。,False,1862.0,JA
イベント'塩尻峠の戦い'はドイツで行われました。,False,日本,JA
イベント'塩尻峠の戦い'は1548.0年に行われました。,True,1548.0,JA
イベント'Joint Expedition Against Franklin'はドイツで行われました。,False,アメリカ合衆国,JA
イベント'Joint Expedition Against Franklin'は1801.0年に行われました。,False,1862.0,JA
イベント'オラスティの戦い'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'オラスティの戦い'は1864.0年に行われました。,True,1864.0,JA
イベント'多功ヶ原の戦い'はフランスで行われました。,False,日本,JA
イベント'多功ヶ原の戦い'は1563.0年に行われました。,False,1558.0,JA
イベント'ダンケルクの戦い'はフランスで行われました。,True,フランス,JA
イベント'ダンケルクの戦い'は1511.0年に行われました。,False,1940.0,JA
イベント'21st International Conference of the Red Cross'はトルコで行われました。,True,トルコ,JA
イベント'21st International Conference of the Red Cross'は1969.0年に行われました。,True,1969.0,JA
イベント'Battle of Chambaudière'はドイツで行われました。,False,フランス,JA
イベント'Battle of Chambaudière'は1794.0年に行われました。,True,1794.0,JA
イベント'Battle of Culpeper Court House'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Culpeper Court House'は1863.0年に行われました。,True,1863.0,JA
イベント'カスティヨンの戦い'はイギリスで行われました。,False,フランス,JA
イベント'カスティヨンの戦い'は1815.0年に行われました。,False,1453.0,JA
イベント'Battles of Çapakçur'はトルコで行われました。,True,トルコ,JA
イベント'Battles of Çapakçur'は1066.0年に行われました。,False,1916.0,JA
イベント'Battle of Fort Smith'は日本で行われました。,False,アメリカ合衆国,JA
イベント'Battle of Fort Smith'は1864.0年に行われました。,True,1864.0,JA
イベント'Battle of Picacho Pass'はフランスで行われました。,False,アメリカ合衆国,JA
イベント'Battle of Picacho Pass'は1862.0年に行われました。,True,1862.0,JA
イベント'Second Battle of Morlancourt'は日本で行われました。,False,フランス,JA
イベント'Second Battle of Morlancourt'は1918.0年に行われました。,True,1918.0,JA
イベント'Battle of Ernée'はフランスで行われました。,True,フランス,JA
イベント'Battle of Ernée'は1354.0年に行われました。,False,1793.0,JA
イベント'Battle of White Bird Canyon'は日本で行われました。,False,アメリカ合衆国,JA
イベント'Battle of White Bird Canyon'は1877.0年に行われました。,True,1877.0,JA
イベント'ケーブル・ストリートの戦い'はイギリスで行われました。,True,イギリス,JA
イベント'ケーブル・ストリートの戦い'は918.0年に行われました。,False,1936.0,JA
イベント'Biarritz Bombing'はアメリカ合衆国で行われました。,False,フランス,JA
イベント'Biarritz Bombing'は1944.0年に行われました。,True,1944.0,JA
イベント'人取橋の戦い'はフランスで行われました。,False,日本,JA
イベント'人取橋の戦い'は1586.0年に行われました。,True,1586.0,JA
イベント'ケリーズフォードの戦い'はトルコで行われました。,False,アメリカ合衆国,JA
イベント'ケリーズフォードの戦い'は1863.0年に行われました。,True,1863.0,JA
イベント'Battle of Wolf Mountain'はドイツで行われました。,False,アメリカ合衆国,JA
イベント'Battle of Wolf Mountain'は933.0年に行われました。,False,1877.0,JA
イベント'Battle of the Sink Hole'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of the Sink Hole'は1815.0年に行われました。,True,1815.0,JA
イベント'30人の戦い'はフランスで行われました。,True,フランス,JA
イベント'30人の戦い'は1098.0年に行われました。,False,1351.0,JA
イベント'Battle of Vermillion Bayou'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Vermillion Bayou'は1692.0年に行われました。,False,1863.0,JA
イベント'アラウシオの戦い'はイギリスで行われました。,False,フランス,JA
イベント'アラウシオの戦い'は-104.0年に行われました。,True,-104.0,JA
イベント'野洲河原の戦い'はアメリカ合衆国で行われました。,False,日本,JA
イベント'野洲河原の戦い'は1278.0年に行われました。,False,1570.0,JA
イベント'Liberation of Lyon'はイギリスで行われました。,False,フランス,JA
イベント'Liberation of Lyon'は1795.0年に行われました。,False,1944.0,JA
イベント'月岡野の戦い'は日本で行われました。,True,日本,JA
イベント'月岡野の戦い'は1578.0年に行われました。,True,1578.0,JA
イベント'Siege of Castelnòu d'Arri'はドイツで行われました。,False,フランス,JA
イベント'Siege of Castelnòu d'Arri'は1861.0年に行われました。,False,1211.0,JA
イベント'八流の戦い'は日本で行われました。,True,日本,JA
イベント'八流の戦い'は1569.0年に行われました。,True,1569.0,JA
イベント'Battle of Vézeronce'はドイツで行われました。,False,フランス,JA
イベント'Battle of Vézeronce'は1621.0年に行われました。,False,524.0,JA
イベント'シトカの戦い'はフランスで行われました。,False,アメリカ合衆国,JA
イベント'シトカの戦い'は1326.0年に行われました。,False,1804.0,JA
イベント'Battle of Saint-Aubin-du-Cormier'はフランスで行われました。,True,フランス,JA
イベント'Battle of Saint-Aubin-du-Cormier'は1796.0年に行われました。,True,1796.0,JA
イベント'Battle of Les Sables-d'Olonne'は日本で行われました。,False,フランス,JA
イベント'Battle of Les Sables-d'Olonne'は1809.0年に行われました。,True,1809.0,JA
イベント'天正の陣'はフランスで行われました。,False,日本,JA
イベント'天正の陣'は1585.0年に行われました。,True,1585.0,JA
イベント'Sinking of the SS Cantabria'はアメリカ合衆国で行われました。,False,イギリス,JA
イベント'Sinking of the SS Cantabria'は1938.0年に行われました。,True,1938.0,JA
イベント'Battle of Rocquencourt'はフランスで行われました。,True,フランス,JA
イベント'Battle of Rocquencourt'は1042.0年に行われました。,False,1815.0,JA
イベント'ホースシュー・ベンドの戦い'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'ホースシュー・ベンドの戦い'は1556.0年に行われました。,False,1814.0,JA
イベント'Battle of Armentières'はトルコで行われました。,False,フランス,JA
イベント'Battle of Armentières'は1540.0年に行われました。,False,1914.0,JA
イベント'船岡山合戦'はアメリカ合衆国で行われました。,False,日本,JA
イベント'船岡山合戦'は1511.0年に行われました。,True,1511.0,JA
イベント'三国峠の戦い'は日本で行われました。,True,日本,JA
イベント'三国峠の戦い'は1868.0年に行われました。,True,1868.0,JA
イベント'2021年アメリカ合衆国議会議事堂襲撃事件'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'2021年アメリカ合衆国議会議事堂襲撃事件'は2021.0年に行われました。,True,2021.0,JA
イベント'Battle of Pont-Barré'はイギリスで行われました。,False,フランス,JA
イベント'Battle of Pont-Barré'は1858.0年に行われました。,False,1793.0,JA
イベント'ベハル包囲戦'は日本で行われました。,False,アメリカ合衆国,JA
イベント'ベハル包囲戦'は1835.0年に行われました。,True,1835.0,JA
イベント'Battle of La Bégaudière'はフランスで行われました。,True,フランス,JA
イベント'Battle of La Bégaudière'は1796.0年に行われました。,True,1796.0,JA
イベント'第三次シャンパーニュ会戦'はフランスで行われました。,True,フランス,JA
イベント'第三次シャンパーニュ会戦'は1917.0年に行われました。,True,1917.0,JA
イベント'テキサス砦包囲戦'はイギリスで行われました。,False,アメリカ合衆国,JA
イベント'テキサス砦包囲戦'は1846.0年に行われました。,True,1846.0,JA
イベント'Battle of Compton's Ferry'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Compton's Ferry'は1862.0年に行われました。,True,1862.0,JA
イベント'Battle of La Cornuaille'はフランスで行われました。,True,フランス,JA
イベント'Battle of La Cornuaille'は1795.0年に行われました。,True,1795.0,JA
イベント'ゴンザレスの戦い'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'ゴンザレスの戦い'は1665.0年に行われました。,False,1835.0,JA
イベント'Battle of Lower Sioux Agency'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Lower Sioux Agency'は1862.0年に行われました。,True,1862.0,JA
イベント'スポットシルバニア・コートハウスの戦い'は日本で行われました。,False,アメリカ合衆国,JA
イベント'スポットシルバニア・コートハウスの戦い'は1864.0年に行われました。,True,1864.0,JA
イベント'Capture of the Virgin of the Cape'はドイツで行われました。,False,フランス,JA
イベント'Capture of the Virgin of the Cape'は1179.0年に行われました。,False,1721.0,JA
イベント'オスウィーゴ砦の戦い'はトルコで行われました。,False,アメリカ合衆国,JA
イベント'オスウィーゴ砦の戦い'は1840.0年に行われました。,False,1814.0,JA
イベント'Battle of Connecticut Farms'は日本で行われました。,False,アメリカ合衆国,JA
イベント'Battle of Connecticut Farms'は917.0年に行われました。,False,1780.0,JA
イベント'ローズバッドの戦い'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'ローズバッドの戦い'は1876.0年に行われました。,True,1876.0,JA
イベント'Ambush of the steamboat J. R. Williams'はトルコで行われました。,False,アメリカ合衆国,JA
