question,options,correct_letter,language
Bevrijdingsmonument Winsum'in yaratıcısı kim?,"{'A': '雲谷等的', 'B': '亀田鵬斎', 'C': 'Wladimir de Vries', 'D': '安藤重兵衛'}",C,TR
Verzetsmonument (Wildervank)'in yaratıcısı kim?,"{'A': 'マルセル・デュシャン', 'B': 'Wladimir de Vries', 'C': 'Aiseki', 'D': 'Honami Kōetsu'}",B,TR
Schillerdenkmal'in yaratıcısı kim?,"{'A': 'Alexandre Descatoire', 'B': 'Wilhelm Engelhard', 'C': 'Paul Sérusier', 'D': 'Nikita Sandzhiyev'}",B,TR
Horse Rider Memorial'in yaratıcısı kim?,"{'A': 'Karlen Nurijanyan', 'B': '愛石', 'C': 'Haritsu Ogawa', 'D': 'Willibald Fritsch'}",D,TR
Fournier Museum of Playing Cards'in yaratıcısı kim?,"{'A': 'Ievgueni Voutchetitch', 'B': 'Craig Dykers', 'C': 'Roger de Villiers', 'D': 'Álava Foral Council'}",D,TR
National Slavery Memorial'in yaratıcısı kim?,"{'A': 'Toriyama Sekien', 'B': 'Erwin de Vries', 'C': 'Karel Pokorný', 'D': 'ウィリアム・オルペン'}",B,TR
Monument to the Marchand Expedition'in yaratıcısı kim?,"{'A': 'Jean G. Villin', 'B': 'Johann Gottfried Schadow', 'C': 'Noémie Guillaume-Bocquet', 'D': 'Roger-Henri Expert'}",D,TR
Ladislao di Durazzo's tomb'in yaratıcısı kim?,"{'A': 'Andrea Guardi', 'B': 'Glenna Goodacre', 'C': 'Francis Picabia', 'D': '周文'}",A,TR
Monument of Manzoni'in yaratıcısı kim?,"{'A': 'Auguste Bartholdi', 'B': 'Oleg Konstantinovitch Komov', 'C': 'Francesco Confalonieri', 'D': 'Mitsuhiro Karasumaru'}",C,TR
São Paulo Dikilitaşı'in yaratıcısı kim?,"{'A': 'Jerzy Kwiatkowski', 'B': 'Galileo Emendabili', 'C': 'ジャン＝レオン・ジェローム', 'D': 'Endonezya Hava Kuvvetleri'}",B,TR
Monumento ai caduti del VIII Agosto 1848'in yaratıcısı kim?,"{'A': 'Dominique Pierre', 'B': 'Josef Max', 'C': 'Louis-Philippe Hébert', 'D': 'Pasquale Rizzoli'}",D,TR
Monument to the Italian Resistance'in yaratıcısı kim?,"{'A': 'Chōbunsai Eishi', 'B': 'Marino Mazzacurati', 'C': '浦上玉堂', 'D': 'Wera Ignatjewna Muchina'}",B,TR
Emma Monument'in yaratıcısı kim?,"{'A': 'Andreas Schlüter', 'B': 'Henk Etienne', 'C': 'Furuyama Moroshige', 'D': 'Dawid Rubenowitsch Begalow'}",B,TR
Uzayın Fethi Anıtı'in yaratıcısı kim?,"{'A': 'Andrej Petrovič Fajdyš-Krandijevský', 'B': 'Yuri Minasyan', 'C': 'Ando Jubei', 'D': 'Hubert Robert'}",A,TR
Titanic Engineers' Memorial'in yaratıcısı kim?,"{'A': 'Jan Kucz', 'B': 'Ferdinand Victor Blundstone', 'C': 'Ercole Rosa', 'D': 'Marian Molenda'}",B,TR
Vietnam Women's Memorial'in yaratıcısı kim?,"{'A': 'Claude-Jean Besselièvre', 'B': 'Glenna Goodacre', 'C': 'Jaroslav Kovář mladší', 'D': 'Fritz Cremer'}",B,TR
Columbus Monument'in yaratıcısı kim?,"{'A': 'Levon Tokmajian', 'B': 'Hōen', 'C': '大田南畝', 'D': 'Gaietà Buïgas i Monravà'}",D,TR
Cruz Caída'in yaratıcısı kim?,"{'A': 'Mário Cravo', 'B': 'Andrzej Grzybowski', 'C': 'Leo Steck', 'D': '牧谿'}",A,TR
Monument of Liberty'in yaratıcısı kim?,"{'A': 'Arto Tschakmaktschjan', 'B': 'Georgi Kiselinchev', 'C': 'Gerardo Porto', 'D': 'Christa Baumgärtel'}",B,TR
Selamat Datang Monument'in yaratıcısı kim?,"{'A': 'Walter Howard', 'B': 'Edhi Sunarso', 'C': 'studio MOTO architects', 'D': 'Jules Déchin'}",B,TR
Victory Monument in Netanya'in yaratıcısı kim?,"{'A': 'Salavat Chtcherbakov', 'B': 'Jean et Joël Martel', 'C': 'Louis-Michel van Loo', 'D': 'Vasilie Mirzoyan'}",A,TR
Aquaduct'in yaratıcısı kim?,"{'A': 'Christian Daniel Rauch', 'B': '上村松園', 'C': 'Albert Wolff', 'D': 'Susanna Heron'}",D,TR
monument to Komitas'in yaratıcısı kim?,"{'A': 'Shōkadō Shōjō', 'B': 'Ary Scheffer', 'C': 'David Erevantzi', 'D': 'Kaihō Yūsetsu'}",C,TR
Netherlands Carillon'in yaratıcısı kim?,"{'A': 'Walter Seymour Allward', 'B': 'Joost Boks', 'C': 'Jean-Auguste-Dominique Ingres', 'D': 'Joseph-Marie Vien'}",B,TR
Canapone monument'in yaratıcısı kim?,"{'A': 'José Fontseré Mestre', 'B': 'Indochine française', 'C': 'Luigi Magi', 'D': 'Hyakusen'}",C,TR
Soldiers' and Sailors' Monument'in yaratıcısı kim?,"{'A': 'Carl Ferdinand Hartzer', 'B': 'Andrei Petrowitsch Faidysch-Krandijewski', 'C': 'Paul E. M. DuBoy', 'D': 'John Gutzon de la Mothe Borglum'}",C,TR
Millennium'in yaratıcısı kim?,"{'A': 'Gerardo Porto', 'B': 'Josef Vajce', 'C': 'Sergei Michailowitsch Wakar', 'D': 'ゴットフリート・シャードウ'}",A,TR
Jewish monument'in yaratıcısı kim?,"{'A': 'Dirk Hakze', 'B': 'Ikeda Mitsumasa', 'C': 'エドワード・ホッジス・ベイリー', 'D': 'Choe Chiwon'}",A,TR
Terp of Leidschenveen'in yaratıcısı kim?,"{'A': 'Minagawa Kien', 'B': 'Anton Dominik Fernkorn', 'C': 'Laurens Kolks', 'D': 'Kichizan Minchō'}",C,TR
Tabernáculo del Hospital Tavera (El Greco)'in yaratıcısı kim?,"{'A': 'El Greco', 'B': 'Kantei', 'C': 'Victorio Macho', 'D': 'Krystyna Fałdyga-Solska'}",A,TR
Nicolaus Copernicus Monument in Warsaw'in yaratıcısı kim?,"{'A': 'Andrey Korobtsov', 'B': '奥村政信', 'C': 'Bertel Thorvaldsen', 'D': 'Hiroshige'}",C,TR
Frederick the Great Memorial'in yaratıcısı kim?,"{'A': 'Jan Wysocki', 'B': 'Claude-Jean Besselièvre', 'C': 'Johann Gottfried Schadow', 'D': 'Richard Kissling'}",C,TR
Monument to Johann Strauss II'in yaratıcısı kim?,"{'A': 'Lionel Royer', 'B': 'Louis Amateis', 'C': 'Edmund von Hellmer', 'D': 'Eiraku Hozen'}",C,TR
Ernst-August-Denkmal'in yaratıcısı kim?,"{'A': 'Iwan Lasarow', 'B': 'Pauline Auzou', 'C': 'Vladimir Druzin', 'D': 'Albert Wolff'}",D,TR
Pobednik'in yaratıcısı kim?,"{'A': 'Wladimir de Vries', 'B': 'Ivan Meštrović', 'C': 'Jean François Bosio', 'D': 'Rafael Israelyan'}",B,TR
Niederwalddenkmal'in yaratıcısı kim?,"{'A': 'Agapit Vallmitjana i Barbany', 'B': 'Johannes Schilling', 'C': 'Kanō Sanraku', 'D': 'Mieczysław Welter'}",B,TR
Schiller Monument (Berlin)'in yaratıcısı kim?,"{'A': 'Carl Kundmann', 'B': 'Ara Chiraz', 'C': 'Reinhold Begas', 'D': 'Jacqueline Marval'}",C,TR
Prussian National Monument for the Liberation Wars'in yaratıcısı kim?,"{'A': '長谷川等伯', 'B': 'ヴァルター・アーノルト', 'C': 'Victor Brecheret', 'D': 'Christian Daniel Rauch'}",D,TR
equestrian statue of Frederick the Great'in yaratıcısı kim?,"{'A': 'Hiroshima', 'B': 'Christian Daniel Rauch', 'C': 'Andrei Iwanowitsch Chaustow', 'D': 'Pericle Fazzini'}",B,TR
First Division Monument'in yaratıcısı kim?,"{'A': 'Fritz Klimsch', 'B': 'Daniel Chester French', 'C': 'Peter Breuer', 'D': 'Nishikawa Sukenobu'}",B,TR
Isted Lion'in yaratıcısı kim?,"{'A': 'Fuad Ebdürehmanov', 'B': 'Herman Wilhelm Bissen', 'C': 'エイラ・ヒルツネン', 'D': 'Nakabayashi Chikkei'}",B,TR
Maisonneuve Anıtı'in yaratıcısı kim?,"{'A': 'ハドリアヌス', 'B': 'Katei Taki', 'C': 'Thiébaut Frères', 'D': 'Genki (peintre)'}",C,TR
Monument to Prince Józef Poniatowski in Warsaw'in yaratıcısı kim?,"{'A': 'Pierre-Henri de Valenciennes', 'B': '狩野芳崖', 'C': 'Bertel Thorvaldsen', 'D': 'Hortense Haudebourt-Lescot'}",C,TR
Memorial Frederick I of Prussia'in yaratıcısı kim?,"{'A': 'Paul Landowski', 'B': 'Zygmunt Acedański', 'C': ""Rai San'yo"", 'D': 'Johann Gottfried Schadow'}",D,TR
Kyffhäuser Anıtı'in yaratıcısı kim?,"{'A': 'John Rhind', 'B': 'Jean-François Millet', 'C': 'Bruno Schmitz', 'D': 'Jacek Łuczak'}",C,TR
Monument against war and fascism'in yaratıcısı kim?,"{'A': 'Tosa-Schule', 'B': 'Thiébaut Frères', 'C': 'Alfred Hrdlicka', 'D': 'Rosalie Filleul'}",C,TR
Hermannsdenkmal'in yaratıcısı kim?,"{'A': 'Ernst von Bandel', 'B': 'Francesco Barzaghi', 'C': 'Allan Murdmaa', 'D': 'Philippe de Champaigne'}",A,TR
Erlach memorial'in yaratıcısı kim?,"{'A': 'Joseph Simon Volmar', 'B': 'フランソワ・ポンポン', 'C': 'Sumiyoshi Gukei', 'D': 'テオドール・シャセリオー'}",A,TR
Denkmal für Deserteure und Opfer der NS-Militärjustiz'in yaratıcısı kim?,"{'A': 'ルイーズ＝アデオネ・ドローリン', 'B': 'Mikuláš de Kadaň', 'C': 'Gustav Seitz', 'D': 'Ruedi Baur'}",D,TR
İşçi ve Çiftçi Kadın Heykeli'in yaratıcısı kim?,"{'A': 'Vera Mukhina', 'B': 'Gaetano Trentanove', 'C': 'Furuyama Moromasa', 'D': 'Grigor Aghababyan'}",A,TR
Goethe Monument'in yaratıcısı kim?,"{'A': 'Jules Adolphe Goupil', 'B': 'Fernando Quaglia', 'C': 'Fritz Schaper', 'D': 'Thomas Brock'}",C,TR
Väter der Einheit'in yaratıcısı kim?,"{'A': 'Sugawara Hakuryu', 'B': 'Serge Mangin', 'C': 'Mario Irarrázabal', 'D': 'Albrecht Kauw'}",B,TR
Dioscuri Çeşmesi'in yaratıcısı kim?,"{'A': 'Maxim Petrowitsch Dmitrijew', 'B': 'Domenico Fontana', 'C': 'Sōami', 'D': 'フリッツ・クラマー'}",B,TR
Stalin Anıtı (Budapeşte)'in yaratıcısı kim?,"{'A': 'Edward Berge', 'B': 'Osman Hamdi Bey', 'C': 'マウリツィオ・カテラン', 'D': 'Sándor Mikus'}",D,TR
Al-Shaheed Monument'in yaratıcısı kim?,"{'A': 'Narisara Nuvadtivongs', 'B': 'ルネ・マグリット', 'C': 'Bokudō Sojun', 'D': 'Ismail Fatah Al Turk'}",D,TR
Peter I Monument in Taganrog'in yaratıcısı kim?,"{'A': 'Jean-Honoré Fragonard', 'B': 'Mark Antokolski', 'C': 'Antonio León Ortega', 'D': 'Kishi Ganku'}",B,TR
National Monument on Dam Square'in yaratıcısı kim?,"{'A': 'ルイーズ＝アデオネ・ドローリン', 'B': '雲谷等顔', 'C': 'Jacobus Oud', 'D': 'Kitagawa Utamaro'}",C,TR
Balanceakt by Stephan Balkenhol'in yaratıcısı kim?,"{'A': 'エミリアン・ド・ニューウェルケルク', 'B': 'Toyohiro Utagawa', 'C': 'ニコラ・プッサン', 'D': 'Stephan Balkenhol'}",D,TR
Monument to Dante in Trento'in yaratıcısı kim?,"{'A': 'ジャック＝ルイ・ダヴィッド', 'B': 'Paolo Troubetzkoy', 'C': 'Nishikawa Sukenobu', 'D': 'シャルル・デジョルジュ'}",B,TR
"Vakhtang Gorgasali's statue, Tbilisi'in yaratıcısı kim?","{'A': 'Elguja Amashukeli', 'B': 'Oreste Calzolari', 'C': 'Cyprian Godebski', 'D': 'Mark Antokolski'}",A,TR
Sigismund's Column'in yaratıcısı kim?,"{'A': 'ルイジ・ルスカ', 'B': 'Tokiwa Mitsunaga', 'C': 'Paul Claude-Michel Carpentier', 'D': 'Augustyn Locci'}",D,TR
Arnavutluk Ana (anıt)'in yaratıcısı kim?,"{'A': 'Katsushika Isai', 'B': 'Muntaz Dhrami', 'C': 'Jeanne Donnadieu', 'D': 'Claude-Jean Besselièvre'}",B,TR
İskender Bey Anıtı'in yaratıcısı kim?,"{'A': 'Michael Perkhin', 'B': 'Katō Bunrei', 'C': 'Odhise Paskali', 'D': 'フレデリック・マレス'}",C,TR
Heinrich Heine Monument'in yaratıcısı kim?,"{'A': 'Waldemar Grzimek', 'B': 'Baiōken Eishun', 'C': 'ヨゼフ・ヴァーツラフ・ミスルベク', 'D': 'Eduard Sarapyan'}",A,TR
Monument to the Ghetto Heroes'in yaratıcısı kim?,"{'A': 'Nathan Rapoport', 'B': '酒井抱一', 'C': 'ジャンヌ＝エリザベート・ショーデ', 'D': 'Frid Soghoyan'}",A,TR
Adam Mickiewicz Anıtı'in yaratıcısı kim?,"{'A': ""Kanō Tan'yū"", 'B': 'Takashina Takakane', 'C': 'Cyprian Godebski', 'D': 'グレナ・グッドエーカー'}",C,TR
Zähringer memorial'in yaratıcısı kim?,"{'A': 'Walter Seymour Allward', 'B': 'Adibek Grigoryan', 'C': 'Jakob Friedrich Studer', 'D': 'Lionel Royer'}",C,TR
Berna fountain'in yaratıcısı kim?,"{'A': '四代目歌川豊国', 'B': 'Jakob Friedrich Studer', 'C': 'エドムント・フォン・ヘルマー', 'D': 'Jim Torosian'}",B,TR
Monument to Minin and Pozharsky'in yaratıcısı kim?,"{'A': 'Jean-François Millet', 'B': 'テオフィル・ハンセン', 'C': 'José Fontseré Mestre', 'D': 'Ivan Martos'}",D,TR
Millennium Monument'in yaratıcısı kim?,"{'A': '喜多元規', 'B': 'Franta Belsky', 'C': 'ヘラルド・ポルト', 'D': 'György Zala'}",D,TR
Columbus Circle'in yaratıcısı kim?,"{'A': 'Albert H. Hodge', 'B': 'Manfred Sihle-Wissel', 'C': 'Katharina Szelinski-Singer', 'D': 'William Phelps Eno'}",D,TR
Statue of John Henry Newman'in yaratıcısı kim?,"{'A': 'Utagawa Toyokuni', 'B': 'Léon-Joseph Chavalliaud', 'C': 'Bruno Schmitz', 'D': 'Kristaq Rama'}",B,TR
Universal Post Monument'in yaratıcısı kim?,"{'A': '柴田是真', 'B': 'René de Saint-Marceaux', 'C': 'Yanagisawa Kien', 'D': 'Ievgueni Voutchetitch'}",B,TR
Germaniadenkmal in Dresden'in yaratıcısı kim?,"{'A': 'Nukina Kaioku', 'B': 'Robert Henze', 'C': 'II. Suryavarman', 'D': 'Kaigetsudō Doshin'}",B,TR
Özgürlük Anıtı'in yaratıcısı kim?,"{'A': 'Carl Seffner', 'B': '四代目歌川豊国', 'C': 'Utagawa Toyohiro', 'D': 'Kārlis Zāle'}",D,TR
Viktorya Anıtı'in yaratıcısı kim?,"{'A': 'Thomas Brock', 'B': 'ジョルジュ・ブラック', 'C': ""Jérôme Duquesnoy l'Ancien"", 'D': 'Adélaïde Labille-Guiard'}",A,TR
Monument aux Girondins'in yaratıcısı kim?,"{'A': 'Victoria Melita von Sachsen-Coburg und Gotha', 'B': 'Alphonse Dumilatre', 'C': '亀田鵬斎', 'D': 'Valerian Yanushkevich'}",B,TR
Monument of the Five Days of Milan'in yaratıcısı kim?,"{'A': 'Giuseppe Grandi', 'B': 'Tsubaki Chinzan', 'C': 'François Antoine Léon Fleury', 'D': 'Ghoukas Tchoubarian'}",A,TR
Yuri Gagarin Anıtı'in yaratıcısı kim?,"{'A': 'Leonard Marconi', 'B': 'レオ・フリードランダー', 'C': 'Kitagawa Utamaro', 'D': 'Pavel Bondarenko'}",D,TR
Kalinin monument'in yaratıcısı kim?,"{'A': 'Konoe Nobutada', 'B': 'Boris Vasilevitsj Edoenov', 'C': 'Eugénie Delaporte-Persuis', 'D': 'Hans Wimmer'}",B,TR
Gefion Çeşmesi'in yaratıcısı kim?,"{'A': 'Charles Shepherd', 'B': 'Yamamoto Baiitsu', 'C': 'Anders Bundgaard', 'D': 'Fuad Abdurachmanow'}",C,TR
Torre Monumental'in yaratıcısı kim?,"{'A': 'Oreste Calzolari', 'B': 'Ambrose Macdonald Poynter', 'C': 'Yerem Vardanyan', 'D': '川又常正'}",B,TR
Padrão dos Descobrimentos'in yaratıcısı kim?,"{'A': 'バーテル・トーヴァルセン', 'B': 'Leopoldo de Almeida', 'C': 'メリー＝ジョゼフ・ブロンデル', 'D': 'Alpo Sailo'}",B,TR
Frederic Chopin Monument in Warsaw'in yaratıcısı kim?,"{'A': 'Ikeda Mitsumasa', 'B': 'Émilien de Nieuwerkerke', 'C': 'Wacław Szymanowski', 'D': '近衛信尹'}",C,TR
Çocuk Barış Anıtı'in yaratıcısı kim?,"{'A': 'レオポルド・ステイナー', 'B': 'Léopold Robert', 'C': 'Kiyoshi Ikebe', 'D': 'Iwan Petrowitsch Martos'}",C,TR
Bubenberg memorial'in yaratıcısı kim?,"{'A': 'Max Leu', 'B': 'Choi Chi-won', 'C': 'Andreï Andreïevitch Kareline', 'D': 'Hippolyte Flandrin'}",A,TR
Zero Milestone'in yaratıcısı kim?,"{'A': 'Horace W. Peaslee', 'B': 'Tosa Mitsunori', 'C': 'ニコラ・プッサン', 'D': 'Suren Nazaryan'}",A,TR
Heimkehrerdenkmal'in yaratıcısı kim?,"{'A': 'Wilhelm Wurzer', 'B': 'Maître du Boccace de Munich', 'C': 'Yōgetsu', 'D': 'Alexandre Jean Dubois Drahonet'}",A,TR
Abensbergerdenkmal'in yaratıcısı kim?,"{'A': 'Max Einsele', 'B': 'Walter Seymour Allward', 'C': 'Frédéric Bazille', 'D': 'Charles Marie Louis Joseph Sarrabezolles'}",A,TR
Frédéric Chopin monument in Żelazowa Wola'in yaratıcısı kim?,"{'A': 'François Kinson', 'B': 'ポール・シャバス', 'C': 'Hendrik Scheffer', 'D': 'Józef Gosławski'}",D,TR
Denkzeichen Georg Elser'in yaratıcısı kim?,"{'A': 'Alexandre Jean Dubois Drahonet', 'B': 'アルバート・ブルース＝ジョイ', 'C': 'Rolf Hochhuth', 'D': 'ジョン・ベル (彫刻家)'}",C,TR
Monument to Nicholas I'in yaratıcısı kim?,"{'A': 'Peter Clodt Von Jürgensburg', 'B': 'Pascal Adolphe Dagnan-Bouveret', 'C': 'アレクサンドル・ファルギエール', 'D': 'ジャン＝レオン・ジェローム'}",A,TR
Monument to Maxim Gorky (Twerskaja Sastawa Platz)'in yaratıcısı kim?,"{'A': 'Jane de Montchenu', 'B': 'Vera Mukhina', 'C': 'Paul Baudry', 'D': 'Joachim Costa'}",B,TR
Monument to Peter the Great in Arkhangelsk'in yaratıcısı kim?,"{'A': '河田小龍', 'B': 'レオカレス', 'C': 'Burhan Cahit Doğançay', 'D': 'Mark Antokolski'}",D,TR
Monument to Catherine II'in yaratıcısı kim?,"{'A': 'Albert Robida', 'B': 'Miklós Melocco', 'C': 'オディロン・ルドン', 'D': 'Mark Antokolski'}",D,TR
Tondi Boys'in yaratıcısı kim?,"{'A': 'Léopold Robert', 'B': 'Alexandre Iacovleff', 'C': 'Amandus Adamson', 'D': 'Pierre-Auguste Renoir'}",C,TR
Friedrich Reinhold Kreutzwald monument'in yaratıcısı kim?,"{'A': 'Phillipe Sanh', 'B': 'Amandus Adamson', 'C': 'Çin Şi Huang', 'D': 'Grigor Aharonjan'}",B,TR
Lenin Anıtı'in yaratıcısı kim?,"{'A': '広島市', 'B': '岡田米山人', 'C': 'Franz Ludwig Späth', 'D': 'Yevgeny Viktorovich Vuchetich'}",D,TR
Eternal flame in Yaroslavl'in yaratıcısı kim?,"{'A': 'Lev Kerbel', 'B': 'Tokiwa Mitsunaga', 'C': 'Tokay Mammadov', 'D': 'Karl von Hasenauer'}",A,TR
Monument to Karl Marx at the Revolution Square'in yaratıcısı kim?,"{'A': 'Lev Kerbel', 'B': 'Anatole Guillot', 'C': 'Sergei Michailowitsch Wakar', 'D': 'Choi Chi-won'}",A,TR
Monument of Alexandre III'in yaratıcısı kim?,"{'A': '池田孤邨', 'B': 'Paolo Troubetzkoy', 'C': 'Grigor Aharonjan', 'D': 'François-Josèphe Kinson'}",B,TR
Independence Monument'in yaratıcısı kim?,"{'A': 'Merry Joseph Blondel', 'B': 'Jean Metzinger', 'C': 'Muntaz Dhrami', 'D': 'Zurab Tsereteli'}",C,TR
Den tapre Landsoldat'in yaratıcısı kim?,"{'A': 'Herman Wilhelm Bissen', 'B': 'Richard Kissling', 'C': 'イヴァン・カヴァレリゼ', 'D': 'Agustí Querol i Subirats'}",A,TR
Monument to Lomonosov in Arkhangelsk'in yaratıcısı kim?,"{'A': 'Augusto Rivalta', 'B': 'アニッシュ・カプーア', 'C': 'Abraham van der Hart', 'D': 'Ivan Martos'}",D,TR
Yermak Monument'in yaratıcısı kim?,"{'A': 'Mikhail Mikeshin', 'B': 'Elguja Amashukeli', 'C': 'Teodoro Vanderstruck', 'D': 'Michail Jakimovitsj Gritsjuk'}",A,TR
Monument to Bohdan Khmelnytsky in Kyiv'in yaratıcısı kim?,"{'A': 'Shibata Zeshin', 'B': 'Friedrich Drake', 'C': 'Harrie Martens', 'D': 'Mikhail Mikeshin'}",D,TR
Monument to Petro Zaporozhets in Bila Tserkva'in yaratıcısı kim?,"{'A': 'Susanna Heron', 'B': 'Gerardo Porto', 'C': 'Marcel Duchamp', 'D': 'Ivan Kavaleridze'}",D,TR
Statue of Taras Shevchenko in Poltava'in yaratıcısı kim?,"{'A': 'École Kano', 'B': 'Ivan Kavaleridze', 'C': 'Tokusai', 'D': 'Jean-Antoine Watteau'}",B,TR
Memorial Mound'in yaratıcısı kim?,"{'A': 'Kaihō Yūsetsu', 'B': 'Anders Bundgaard', 'C': 'ロバート・ルフェーヴル', 'D': 'Alfred Hrdlicka'}",B,TR
"Monument to Stefan Rowecki ""Grot""'in yaratıcısı kim?","{'A': 'Zbigniew Mikielewicz', 'B': 'Jean Baptiste Joseph De Bay père', 'C': 'Antun Augustinčić', 'D': 'Clark Mills'}",A,TR
Dirgantara Monument'in yaratıcısı kim?,"{'A': 'Iwan Lasarow', 'B': 'Tani Bunchō', 'C': '月岡雪鼎', 'D': 'Edhi Sunarso'}",D,TR
Kranner's fountain'in yaratıcısı kim?,"{'A': 'Alexander Rukavishnikov', 'B': 'William Brodie', 'C': 'Josef Max', 'D': '古山師重'}",C,TR
Yeni Bach Anıtı'in yaratıcısı kim?,"{'A': 'Gyokuran Ike', 'B': 'Carl Seffner', 'C': 'フランソワ・ボンヴァン', 'D': 'ヒョードル・シェーフテリ'}",B,TR
Golem'in yaratıcısı kim?,"{'A': 'David Černý', 'B': 'Tsukioka Yoshitoshi', 'C': 'François Boucher', 'D': 'ハビエル・コルベロ'}",A,TR
Statue of Saint Wenceslas'in yaratıcısı kim?,"{'A': 'Mihran Hakobjan', 'B': 'Weniamin Jakowlewitsch Bogoljubow', 'C': 'Johann-Georg Bendl', 'D': 'フィリップ・ド・シャンパーニュ'}",C,TR
Michael Park memorial'in yaratıcısı kim?,"{'A': 'Théodore Rousseau', 'B': 'Mati Karmin', 'C': 'Paul Troubetzkoy', 'D': 'テオドール・シャセリオー'}",B,TR
Lessing Monument'in yaratıcısı kim?,"{'A': 'Otto Lessing', 'B': 'Charles Leonard Hartwell', 'C': 'Louis Rochet', 'D': 'Walter Allward'}",A,TR
Meçhul Asker Anıtı'in yaratıcısı kim?,"{'A': 'Tawaraya Sôtatsu', 'B': 'Francis Picabia', 'C': 'Veniamin Jakovlevitsj Bogoljubov', 'D': 'Nikolai Tomsky'}",D,TR
Luther monument Worms'in yaratıcısı kim?,"{'A': 'Vera Muhina', 'B': 'Ernst Friedrich August Rietschel', 'C': '成忍', 'D': 'Edmond Leroy'}",B,TR
Karl Marx monument'in yaratıcısı kim?,"{'A': 'Fritz Cremer', 'B': 'ハンス・ダンマン', 'C': 'ルネ・マグリット', 'D': 'Noémie Guillaume-Bocquet'}",A,TR
Monument to the soldiers of the 1st Polish Army'in yaratıcısı kim?,"{'A': 'Mansudae Art Studio', 'B': 'Eugène Battaille', 'C': 'Gabriel Ferrier', 'D': 'Xawery Dunikowski'}",D,TR
Monument to Emilio Castelar'in yaratıcısı kim?,"{'A': 'Honami Kōetsu', 'B': 'Eduardo Barrón', 'C': 'Jean-Pierre-Antoine Tassaert', 'D': 'Mihran Hakobjan'}",B,TR
Zafer Anıtı (Rusya)'in yaratıcısı kim?,"{'A': 'Indonesische Luftstreitkräfte', 'B': 'ジョゼフ＝マリー・ヴィアン', 'C': 'ウジェーヌ・ブーダン', 'D': 'Zurab Tsereteli'}",D,TR
Alexander II memorial'in yaratıcısı kim?,"{'A': 'Ennemond Alexandre Petitot', 'B': 'カレル・ポコルニー', 'C': 'Walter Runeberg', 'D': 'Max Bill'}",C,TR
Madonna der Meere'in yaratıcısı kim?,"{'A': 'Henry van de Velde', 'B': 'Matsumura Keibun', 'C': 'ニコライ・トムスキー', 'D': 'Manfred Sihle-Wissel'}",D,TR
Stalin Monument'in yaratıcısı kim?,"{'A': 'Fritz Cremer', 'B': 'Leo Mol', 'C': ""Henry d' Anty"", 'D': 'Otakar Švec'}",D,TR
Newkirk Viaduct Monument'in yaratıcısı kim?,"{'A': '狩野昌運', 'B': 'Thiébaut Frères', 'C': 'Nakajima Raishō', 'D': 'Thomas Ustick Walter'}",D,TR
Monument to Saints Cyril and Methodius'in yaratıcısı kim?,"{'A': '英一蝶', 'B': 'Jan Habarta', 'C': 'David Černý', 'D': 'Vyacheslav Klykov'}",D,TR
"Monument to the Chasseurs à Cheval of Alcántara, Valladolid'in yaratıcısı kim?","{'A': 'Robert Bach', 'B': 'Kishi Ganku', 'C': 'Josep Fontserè', 'D': 'Mariano Benlliure'}",D,TR
Virxe da Rocha'in yaratıcısı kim?,"{'A': 'Ilya Shanin', 'B': 'Fernando Botero', 'C': 'レオン・ボナ', 'D': 'Mariano Benlliure'}",D,TR
Statue of Saint Volodymyr'in yaratıcısı kim?,"{'A': 'Fuad Ebdürehmanov', 'B': 'Mark Matwejewitsch Antokolski', 'C': 'Jaroslav Kovář mladší', 'D': 'Leo Mol'}",D,TR
Amandus Adamson memorial'in yaratıcısı kim?,"{'A': 'Nathan Rappaport', 'B': 'Henri Matisse', 'C': 'Allan Murdmaa', 'D': 'フランソワ＝レオン・シカール'}",C,TR
Freedom Monument'in yaratıcısı kim?,"{'A': 'Serge Mangin', 'B': 'Sergei Michailowitsch Wakar', 'C': 'ルイ・レオポルド・ロベール', 'D': 'Jawad Saleem'}",D,TR
Mesrop Mashtots statue'in yaratıcısı kim?,"{'A': 'Ghukas Chubaryan', 'B': 'Claude Gellée', 'C': '狩野興以', 'D': 'Aleksandr Vasilevitsj Vasjakin'}",A,TR
Monument to Torgils Knutsson'in yaratıcısı kim?,"{'A': 'Ville Vallgren', 'B': 'Jerome Connor', 'C': 'Kaihō Yūsetsu', 'D': 'Takashina Takakane'}",A,TR
Monument to Saint Francis'in yaratıcısı kim?,"{'A': 'Francisco Asorey', 'B': 'Hugo Hagen', 'C': 'アントン・ドミニク・フェーンコーン', 'D': 'ドニ・ピュエッシュ'}",A,TR
Goya memorial'in yaratıcısı kim?,"{'A': 'ヴィニー・リーム', 'B': 'Frederic Marès i Deulovol', 'C': 'Leónid Brin', 'D': 'Bernhard Heiliger'}",B,TR
Monument to General Maximo Gomez (Havana)'in yaratıcısı kim?,"{'A': 'Elizabeth Harvey', 'B': 'Vasilie Mirzoyan', 'C': 'Cesare Zocchi', 'D': 'Aldo Gamba'}",D,TR
